"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
1.07491718957614e-104	0.272826283894426	0.882	0.779	3.93430440556762e-100	"S6"	"AARS"
1.46795107238783e-104	0.430519298494213	0.46	0.316	5.37284772004671e-100	"S6"	"GNPTAB"
2.18957503266594e-104	0.713322722010278	0.252	0.149	8.0140635770606e-100	"S6"	"AC079601.1"
3.01251194036999e-104	0.372232371174426	0.615	0.46	1.10260949529482e-99	"S6"	"TNFSF12"
2.03594754324098e-103	0.322431668320735	0.733	0.582	7.4517716030163e-99	"S6"	"ARHGEF12"
2.22482547609205e-103	0.292420373283857	0.922	0.83	8.14308372504452e-99	"S6"	"LHFPL6"
2.65095694896214e-103	0.300813399756793	0.834	0.703	9.70276752889633e-99	"S6"	"RIOK3"
3.74239390574247e-103	0.449746406686226	0.892	0.807	1.3697535934408e-98	"S6"	"MOXD1"
5.08910801185425e-103	0.448133210850107	0.377	0.246	1.86266442341877e-98	"S6"	"PHRF1"
8.41186173107857e-103	0.373983757495406	0.684	0.532	3.07882551219207e-98	"S6"	"HIC1"
1.45246687240228e-102	0.315461518838458	0.601	0.429	5.31617399967958e-98	"S6"	"HOXB7"
1.60970166007087e-102	0.27214036887317	0.876	0.769	5.8916690460254e-98	"S6"	"DCTN1"
2.03733095804581e-102	0.439863680487155	0.443	0.303	7.45683503954346e-98	"S6"	"ANKRD50"
2.11480409249338e-102	0.41702120570947	0.481	0.337	7.74039445893502e-98	"S6"	"ACOX1"
2.21954194872935e-102	0.289417895697303	0.853	0.722	8.12374548654429e-98	"S6"	"SPART"
1.10608442987219e-101	0.383568557217103	0.543	0.389	4.04837962177521e-97	"S6"	"ARHGEF40"
1.883638545959e-101	0.328061375119279	0.994	0.985	6.89430544206455e-97	"S6"	"MYL9"
2.00166841264263e-101	0.262085287483551	0.928	0.849	7.32630655711327e-97	"S6"	"HNRNPD"
4.13660230258047e-101	0.320694254235899	0.76	0.608	1.51403780876748e-96	"S6"	"BDH2"
4.67061254660143e-101	0.569644206658106	0.338	0.219	1.70949089818159e-96	"S6"	"ARHGAP20"
9.69249387693195e-101	0.31602580891254	0.756	0.61	3.54754968389586e-96	"S6"	"ZMYM4"
9.9377269781996e-101	0.556353410296561	0.379	0.254	3.63730745129083e-96	"S6"	"HAND2"
1.0430906553677e-100	0.281392061018918	0.859	0.728	3.81781610771133e-96	"S6"	"C6orf89"
1.08456963629527e-100	0.331960522363336	0.728	0.587	3.96963332580433e-96	"S6"	"IMPDH1"
1.71669468063171e-100	0.280919258250622	0.913	0.812	6.28327420058012e-96	"S6"	"SNHG18"
3.26309229706389e-100	0.258850630649821	0.896	0.789	1.19432441164835e-95	"S6"	"PRPF8"
7.00371160903726e-100	0.316799364555563	0.8	0.665	2.56342848602373e-95	"S6"	"TCF12"
1.09918354775044e-99	0.570876409460149	0.268	0.161	4.02312170312139e-95	"S6"	"CACNA1A"
1.40450971190891e-99	0.527735825479005	0.294	0.182	5.1406459965578e-95	"S6"	"HSD17B1"
1.75160321230286e-99	0.420679139190723	0.501	0.358	6.41104291734968e-95	"S6"	"TGFBR1"
2.9868949481704e-99	0.258282052874002	1	1	1.09323341997985e-94	"S6"	"FTH1"
6.68998986613981e-99	0.414309745529858	0.453	0.314	2.44860319090583e-94	"S6"	"TICAM1"
1.03057878926883e-98	0.250987247952135	0.973	0.935	3.77202142660283e-94	"S6"	"ARID5B"
1.64036634325598e-98	0.444718385811524	0.425	0.29	6.00390485295122e-94	"S6"	"ELL"
2.37667694379055e-98	0.341057603966541	0.687	0.541	8.69887528196778e-94	"S6"	"ANKRD13A"
2.66878942063518e-98	0.458763808675025	0.399	0.268	9.76803615846682e-94	"S6"	"CARNMT1"
4.29117566018526e-98	0.627772923147691	0.298	0.189	1.57061320338441e-93	"S6"	"C1QTNF5"
4.86796385332556e-98	0.35284365159689	0.631	0.477	1.78172344995569e-93	"S6"	"EHMT2"
8.87368377796107e-98	0.306389734748346	0.787	0.647	3.24785699957153e-93	"S6"	"EPB41L3"
1.58684329727054e-97	0.486256821681038	0.468	0.336	5.80800515233989e-93	"S6"	"MYO1D"
1.87479894729511e-97	0.33718109870437	0.636	0.478	6.86195162699483e-93	"S6"	"GSDMD"
3.49718358458842e-97	0.341634918262699	0.672	0.524	1.28000416379521e-92	"S6"	"PON2"
3.87611338654154e-97	0.514206302618649	0.324	0.208	1.41869626060807e-92	"S6"	"ZNF469"
4.11534071863871e-97	0.277366333656101	0.769	0.624	1.50625585642896e-92	"S6"	"SUPT6H"
4.19667520664011e-97	0.457081427681479	0.346	0.223	1.53602509238235e-92	"S6"	"APAF1"
4.65875439665661e-97	0.317424989094259	0.696	0.538	1.70515069672029e-92	"S6"	"SCAF1"
6.20127409794258e-97	0.325983675105938	0.785	0.641	2.26972833258796e-92	"S6"	"FAS"
6.86049456061757e-97	0.329025215177542	0.674	0.526	2.51100961413164e-92	"S6"	"ITM2C"
