Cluster	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
s3	Heme-containing proteins	Heme-containing proteins	10	0.481732445890705	1.06120100984493	0.413675213675214	0.518472934472935	0.388999850052482	4471	tags=60%, list=25%, signal=45%	CYCS/CYB5B/CYC1/SDHC/SDHD/MT-CYB
s4	Phospholipid metabolism	Phospholipid metabolism	23	0.36913835725331	1.04074376811533	0.424886191198786	0.518692233411505	0.377547538317445	6579	tags=52%, list=36%, signal=33%	SPHK2/PISD/ACP6/GPAT2/PRDX6/AGPAT4/TAMM41/GPAM/PRELID3A/AGK/PGS1/CHPT1
s1	Cardiolipin synthesis	Cardiolipin synthesis	16	0.435105625868781	1.03953125403651	0.43705035971223	0.520034605227211	0.366877717013598	4596	tags=56%, list=25%, signal=42%	HADHA/GPAM/PLD6/PTPMT1/AGPAT4/CRLS1/PNPLA8/PRELID1/TAMM41
s4	Tetrahydrobiopterin synthesis	Tetrahydrobiopterin synthesis	3	0.644235033259424	1.06697598184261	0.440147329650092	0.530433961373188	0.38609414881587	6421	tags=100%, list=36%, signal=64%	QDPR/SPR/PCBD2
s1	Vitamin B2 metabolism	Vitamin B2 metabolism	3	0.643039244636485	1.05198681046992	0.453280318091451	0.532604373757455	0.375745526838966	4259	tags=67%, list=24%, signal=51%	FLAD1/RFK
s6	Import motor	Import motor	6	0.532221743727329	1.07639961956515	0.417322834645669	0.537374608995793	0.379110866368813	2189	tags=33%, list=12%, signal=29%	TIMM44/GRPEL1
s4	MICOS complex	MICOS complex	7	0.479377667892773	1.01256090533436	0.451939291736931	0.537750549661665	0.391419772990013	4448	tags=71%, list=25%, signal=54%	MICOS13/CHCHD6/APOO/CHCHD3/IMMT
s3	TIM23 presequence pathway	TIM23 presequence pathway	6	0.546820187165356	1.05556586097451	0.438077634011091	0.54183286311898	0.40652633627068	6715	tags=83%, list=37%, signal=52%	TIMM21/TIMM17B/TIMM50/TIMM23/TIMM17A
s4	CV subunits	CV subunits	21	0.358448269184588	0.990911262323656	0.461300309597523	0.54202786377709	0.394533159524198	6644	tags=62%, list=37%, signal=39%	ATP5F1D/ATP5F1B/ATP5MC3/ATP5IF1/ATP5F1A/ATP5PB/MT-ATP6/ATP5ME/ATP5MG/ATP5F1C/ATP5F1E/ATP5PF/ATP5PO
s1	TIM22 carrier pathway	TIM22 carrier pathway	3	0.621917649611528	1.01743271510533	0.483101391650099	0.560636182902585	0.395521607198912	4357	tags=67%, list=24%, signal=51%	AGK/TIMM22
s4	fMet processing	fMet processing	3	0.623565299435564	1.03274296376292	0.484346224677716	0.56208080394698	0.409129364575069	451	tags=33%, list=2%, signal=33%	PDF
s3	Nucleotide synthesis and processing	Nucleotide synthesis and processing	24	0.37260139990308	1.00340645260269	0.4625	0.56461038961039	0.423615857826384	4541	tags=38%, list=25%, signal=28%	AK4/FHIT/SUCLA2/SUCLG1/AK3/TK2/DHODH/SUCLG2/NME6
s5	mtDNA repair	mtDNA repair	9	0.431160558011285	0.959782557749531	0.523489932885906	0.565609812543393	0.361027539921315	6359	tags=56%, list=35%, signal=36%	POLG/UNG/APEX1/RECQL4/OGG1
s6	EF hand proteins	EF hand proteins	11	0.429571381702911	1.02139550110999	0.446096654275093	0.566663317592686	0.399773673105702	4321	tags=36%, list=24%, signal=28%	RHOT2/SLC25A25/RHOT1/SLC25A13
s2	Selenoproteins	Selenoproteins	5	-0.522093793057243	-0.996397790631463	0.50179211469534	0.570418593690164	0.306607978691242	4704	tags=60%, list=26%, signal=44%	TXNRD1/SELENOO/GPX1
s2	Cardiolipin synthesis	Cardiolipin synthesis	16	0.354373561089646	0.963078954895521	0.503667481662592	0.570418593690164	0.306607978691242	4424	tags=50%, list=25%, signal=38%	HADHA/GPAM/PNPLA8/PTPMT1/CRLS1/PRELID1/PLD6/TRIAP1
s4	CV assembly factors	CV assembly factors	5	0.519797761224473	0.986085554409126	0.5	0.573170731707317	0.417201540436457	4754	tags=40%, list=26%, signal=29%	ATPAF2/ATPAF1
s6	Tetrahydrobiopterin synthesis	Tetrahydrobiopterin synthesis	3	0.647912985796306	1.06683836493782	0.470468431771894	0.581895165612606	0.410519545728938	3858	tags=67%, list=21%, signal=52%	QDPR/SPR
s6	CII assembly factors	CII assembly factors	4	0.581628693386551	1.02810861757194	0.469635627530364	0.581895165612606	0.410519545728938	7551	tags=100%, list=42%, signal=58%	SDHAF1/SDHAF3/SDHAF2/SDHAF4
s3	Vitamin B2 metabolism	Vitamin B2 metabolism	3	0.64440133037694	1.03407982624022	0.485148514851485	0.584666158923585	0.438663299528333	6418	tags=100%, list=36%, signal=64%	SLC25A32/FLAD1/RFK
s3	Vitamin D metabolism	Vitamin D metabolism	3	0.637583148558758	1.02313859453033	0.500990099009901	0.588663366336634	0.44166232412715	6541	tags=100%, list=36%, signal=64%	FDX1/CYP27B1/FDXR
s3	CII assembly factors	CII assembly factors	4	0.570011525641191	1.00185025075724	0.49811320754717	0.588663366336634	0.44166232412715	2654	tags=25%, list=15%, signal=21%	SDHAF4
s6	MIA40	MIA40	3	0.631106132708993	1.03916459382891	0.490835030549898	0.591519139380646	0.417309135285339	4150	tags=67%, list=23%, signal=51%	AIFM1/CHCHD4
s6	mtDNA replication	mtDNA replication	14	0.38194194088017	0.983130574539258	0.485981308411215	0.591519139380646	0.417309135285339	4211	tags=29%, list=23%, signal=22%	POLRMT/TOP1MT/POLG/TFB2M
s5	Vitamin D metabolism	Vitamin D metabolism	3	0.576451354261398	0.952700912346312	0.566355140186916	0.604970263381478	0.386151231945624	1603	tags=33%, list=9%, signal=30%	FDXR
s4	mtDNA replication	mtDNA replication	14	0.372535954480578	0.938602769259487	0.5421875	0.614043674698795	0.446952282815473	3541	tags=21%, list=20%, signal=17%	POLRMT/TOP1MT/POLG
s4	mt-mRNA modifications	mt-mRNA modifications	3	-0.56792113421371	-0.967748917176032	0.549019607843137	0.61437908496732	0.447196422428621	6861	tags=100%, list=38%, signal=62%	MTPAP/ANGEL2
s1	Urea cycle	Urea cycle	5	0.52653756728253	0.970680292824641	0.53740157480315	0.616045707701172	0.434612313383805	1244	tags=40%, list=7%, signal=37%	CA5B/SLC25A13
s2	Proline metabolism	Proline metabolism	5	-0.502031861805476	-0.958110294704712	0.559139784946237	0.625704045058884	0.336324682674428	4267	tags=40%, list=24%, signal=31%	ALDH18A1/PYCR1
s6	MICOS complex	MICOS complex	7	0.444505331153289	0.946302759154224	0.52734375	0.62697628458498	0.442323694612024	4258	tags=71%, list=24%, signal=55%	CHCHD6/MICOS13/CHCHD3/APOO/IMMT
s6	Vitamin A metabolism	Vitamin A metabolism	5	0.489088344940147	0.938992476340978	0.533596837944664	0.62697628458498	0.442323694612024	1306	tags=20%, list=7%, signal=19%	DHRS4
s3	TIM22 carrier pathway	TIM22 carrier pathway	3	0.611585365853659	0.981419589067387	0.552475247524753	0.628768781882059	0.471752613506136	7010	tags=100%, list=39%, signal=61%	AGK/TIMM22/TIMM29
s3	MICOS complex	MICOS complex	7	0.461788685737513	0.93555415972544	0.552584670231729	0.628768781882059	0.471752613506136	4847	tags=57%, list=27%, signal=42%	APOO/IMMT/CHCHD3/APOOL
s3	Cardiolipin synthesis	Cardiolipin synthesis	16	0.375153771182223	0.915195121432509	0.555189456342669	0.628768781882059	0.471752613506136	2505	tags=25%, list=14%, signal=22%	HADHA/GPAM/CRLS1/PNPLA8
s6	Heme-containing proteins	Heme-containing proteins	10	-0.378434592830223	-0.937584698424675	0.549682875264271	0.637903583640018	0.450032763374257	1559	tags=30%, list=9%, signal=27%	MT-CYB/MT-CO1/CYP27B1
s3	fMet processing	fMet processing	3	0.603343849502161	0.9681943125278	0.57029702970297	0.638189533239038	0.478820814412268	5931	tags=67%, list=33%, signal=45%	METAP1D/PDF
s2	mtDNA replication	mtDNA replication	14	0.342579890510909	0.910038016923142	0.580645161290323	0.638749877342753	0.343337000139442	3780	tags=29%, list=21%, signal=23%	SSBP1/TFAM/TWNK/TFB2M
s2	mtDNA stability and decay	mtDNA stability and decay	3	0.527946907098004	0.908821491306669	0.584388185654008	0.638749877342753	0.343337000139442	6278	tags=67%, list=35%, signal=43%	ENDOG/MGME1
s4	Proline metabolism	Proline metabolism	5	0.488287600601282	0.926309009518965	0.583032490974729	0.644765342960289	0.469314079422383	615	tags=20%, list=3%, signal=19%	ALDH4A1
s3	MIA40	MIA40	3	0.592501998915398	0.950796243277502	0.592079207920792	0.647156343541331	0.485548432444224	4763	tags=67%, list=26%, signal=49%	AIFM1/CHCHD4
s3	Import motor	Import motor	6	0.469317286371722	0.905956504691704	0.587800369685767	0.647156343541331	0.485548432444224	4224	tags=50%, list=23%, signal=38%	GRPEL1/GRPEL2/TIMM44
s6	CV assembly factors	CV assembly factors	5	0.474872815254292	0.911700320311677	0.565217391304348	0.647932131495228	0.457107774739075	3141	tags=40%, list=17%, signal=33%	ATPAF2/ATPAF1
s6	Urea cycle	Urea cycle	5	0.464155061739067	0.891123485843652	0.594861660079051	0.673698747559408	0.47528579055143	4321	tags=40%, list=24%, signal=30%	CA5B/SLC25A13
s4	Cardiolipin synthesis	Cardiolipin synthesis	16	0.341894230318248	0.881799416265705	0.6198738170347	0.677536497689091	0.4931676634915	6059	tags=56%, list=34%, signal=37%	HADHA/PLD6/TAZ/GPAT2/AGPAT4/TAMM41/GPAM/PRELID3A/PGS1
s6	mtDNA stability and decay	mtDNA stability and decay	3	0.53317830127375	0.877918917541249	0.631364562118126	0.697567713088466	0.492125038349086	4176	tags=33%, list=23%, signal=26%	ENDOG
s6	TIM22 carrier pathway	TIM22 carrier pathway	3	0.530684576226162	0.873812808216856	0.639511201629328	0.697567713088466	0.492125038349086	5132	tags=67%, list=28%, signal=48%	AGK/TIMM22
s6	Catechol metabolism	Catechol metabolism	3	0.52374407941668	0.862384748538465	0.645621181262729	0.697567713088466	0.492125038349086	1954	tags=33%, list=11%, signal=30%	COMT
s6	Proline metabolism	Proline metabolism	5	0.443609055112042	0.851677553751384	0.642292490118577	0.697567713088466	0.492125038349086	1364	tags=20%, list=8%, signal=18%	ALDH4A1
s4	EF hand proteins	EF hand proteins	11	0.348651675315446	0.835701336373299	0.652380952380952	0.704871373836891	0.513064269870078	5626	tags=45%, list=31%, signal=31%	RHOT2/SLC25A25/SLC25A23/RHOT1/SLC25A13
s6	Cytochromes	Cytochromes	4	0.480564197609029	0.849463237416361	0.661943319838057	0.707075818917924	0.498832884566957	4148	tags=75%, list=23%, signal=58%	CYC1/CYCS/CYB5B
s6	CV subunits	CV subunits	21	0.302710387914396	0.841401835852787	0.674502712477396	0.712396123290733	0.502586290787415	2801	tags=24%, list=16%, signal=20%	ATP5F1D/ATP5IF1/ATP5F1B/ATP5MC3/ATP5F1A
s1	mt-mRNA modifications	mt-mRNA modifications	3	0.537558761439415	0.879424905406037	0.636182902584493	0.718128983877015	0.506630750103605	3982	tags=67%, list=22%, signal=52%	MTPAP/PDE12
s1	Selenoproteins	Selenoproteins	5	0.463588242160137	0.854632221158501	0.641732283464567	0.718128983877015	0.506630750103605	2287	tags=40%, list=13%, signal=35%	TXNRD2/GPX4
s5	Vitamin B2 metabolism	Vitamin B2 metabolism	3	0.508896134179657	0.841052428341803	0.689719626168224	0.724870185228242	0.462683096954197	5892	tags=67%, list=33%, signal=45%	FLAD1/SLC25A32
s5	mtDNA replication	mtDNA replication	14	0.328163973899024	0.817253160770945	0.701923076923077	0.724870185228242	0.462683096954197	6221	tags=43%, list=34%, signal=28%	POLRMT/POLG/TFB2M/TWNK/TOP1MT/SSBP1
s5	Urea cycle	Urea cycle	5	0.438316145050041	0.814029710343161	0.709447415329768	0.724870185228242	0.462683096954197	4790	tags=60%, list=27%, signal=44%	CA5B/SLC25A13/SLC25A15
s5	Branched-chain amino acid dehydrogenase complex	Branched-chain amino acid dehydrogenase complex	6	0.406904742499059	0.809427006772604	0.695957820738137	0.724870185228242	0.462683096954197	4388	tags=50%, list=24%, signal=38%	BCKDHB/DLD/BCKDK
s4	Vitamin A metabolism	Vitamin A metabolism	5	0.447291788891098	0.848537651628811	0.67870036101083	0.724975385625205	0.527697649111292	4406	tags=40%, list=24%, signal=30%	DHRS4/RDH13
s1	Proline metabolism	Proline metabolism	5	0.447605740099452	0.825168227049964	0.661417322834646	0.731449745252432	0.516028375710002	992	tags=20%, list=5%, signal=19%	ALDH4A1
s3	Urea cycle	Urea cycle	5	0.439296306458631	0.812968171718337	0.684981684981685	0.740095153888257	0.555278558908323	4176	tags=80%, list=23%, signal=62%	CA5B/SLC25A13/SLC25A15/CPS1
s3	Proline metabolism	Proline metabolism	5	0.433586460835396	0.802401447871882	0.695970695970696	0.743423243423243	0.557775557775558	1023	tags=20%, list=6%, signal=19%	ALDH4A1
s4	Catechol metabolism	Catechol metabolism	3	0.513650249006977	0.850702694613051	0.70902394106814	0.748856746746125	0.545080498751379	1605	tags=33%, list=9%, signal=30%	COMT
s2	fMet processing	fMet processing	3	0.468539559819425	0.806556143745367	0.694092827004219	0.749939376303409	0.403102912234755	4605	tags=67%, list=26%, signal=50%	METAP1D/MTFMT
s2	Catechol metabolism	Catechol metabolism	3	0.458962683691141	0.790070260926567	0.708860759493671	0.754079573482149	0.405328326171816	2337	tags=67%, list=13%, signal=58%	MAOA/MAOB
s2	Import motor	Import motor	6	0.368975703513793	0.772814653989216	0.713968957871397	0.754079573482149	0.405328326171816	2834	tags=33%, list=16%, signal=28%	GRPEL1/GRPEL2
s1	CII assembly factors	CII assembly factors	4	0.458844142401487	0.790120541683624	0.695121951219512	0.759784458309699	0.536018150879183	2031	tags=25%, list=11%, signal=22%	SDHAF4
s1	TIM23 presequence pathway	TIM23 presequence pathway	6	0.422286876829799	0.798986526814513	0.703921568627451	0.760558936218166	0.536564535069926	4627	tags=67%, list=26%, signal=50%	TIMM21/TIMM17A/TIMM17B/TIMM23
s3	Glycine cleavage system	Glycine cleavage system	3	-0.47664868502535	-0.802204570492497	0.722334004024145	0.762914566047973	0.572399506441368	267	tags=33%, list=1%, signal=33%	GLDC
s5	Glycine cleavage system	Glycine cleavage system	3	0.457933318505346	0.756826204169146	0.762616822429907	0.77081700331625	0.492010853180585	3681	tags=67%, list=20%, signal=53%	GCSH/DLD
s6	Vitamin D metabolism	Vitamin D metabolism	3	0.462553316950093	0.76162947057638	0.75152749490835	0.784928716904277	0.553757101511416	1219	tags=33%, list=7%, signal=31%	FDXR
s1	mtDNA replication	mtDNA replication	14	0.319522659493517	0.748357605432115	0.752212389380531	0.790501089324619	0.557688338493292	4738	tags=36%, list=26%, signal=26%	TFAM/TWNK/TFB2M/POLRMT/POLG
s1	fMet processing	fMet processing	3	0.451277688198696	0.738272476841997	0.745526838966203	0.790501089324619	0.557688338493292	2322	tags=33%, list=13%, signal=29%	METAP1D
s1	Import motor	Import motor	6	0.38962785466915	0.7371941289991	0.756862745098039	0.790501089324619	0.557688338493292	3088	tags=33%, list=17%, signal=28%	GRPEL1/TIMM44
s4	Vitamin B2 metabolism	Vitamin B2 metabolism	3	-0.435738329795808	-0.74250678734788	0.77124183006536	0.805519244734931	0.586324198295303	1449	tags=67%, list=8%, signal=61%	RFK/SLC25A32
s2	Vitamin D metabolism	Vitamin D metabolism	3	0.415986895800275	0.716090625633798	0.782700421940928	0.817487107360525	0.439410763194907	2399	tags=33%, list=13%, signal=29%	FDX1
s4	TIM22 carrier pathway	TIM22 carrier pathway	3	0.459980504291267	0.761815369945894	0.793738489871087	0.81990569283387	0.59679585704593	6343	tags=67%, list=35%, signal=43%	AGK/TIMM22
s2	EF hand proteins	EF hand proteins	11	-0.318509677842276	-0.760551783847326	0.795698924731183	0.821930757414628	0.441799287300136	2247	tags=18%, list=12%, signal=16%	RHOT2/EFHD1
s4	Glycine cleavage system	Glycine cleavage system	3	0.442239089155899	0.732432205640836	0.804788213627993	0.822283609576427	0.598526703499079	5057	tags=67%, list=28%, signal=48%	GCSH/DLD
s6	CIV subunits	CIV subunits	16	0.273957086120458	0.730242251147642	0.817005545286506	0.843939794032216	0.595388656484094	3088	tags=25%, list=17%, signal=21%	COX6A1/COX8A/COX5B/COX4I1
s1	Serine metabolism	Serine metabolism	5	0.356000050245291	0.656291695958446	0.830708661417323	0.858094661244268	0.605374733016673	1311	tags=20%, list=7%, signal=19%	AGXT
s3	Catechol metabolism	Catechol metabolism	3	0.423520719952773	0.679629621872006	0.841584158415842	0.878987898789879	0.659487001331712	2149	tags=33%, list=12%, signal=29%	MAOA
s6	Vitamin B2 metabolism	Vitamin B2 metabolism	3	0.37956876573128	0.624989049905432	0.873727087576375	0.8927211546976	0.62980327823011	3720	tags=33%, list=21%, signal=26%	FLAD1
s5	mt-mRNA modifications	mt-mRNA modifications	3	-0.346064301552106	-0.593923676804133	0.910064239828694	0.910064239828694	0.580892067975762	11801	tags=67%, list=65%, signal=23%	MTPAP/ANGEL2
s6	mt-mRNA modifications	mt-mRNA modifications	3	-0.346840354767184	-0.597137124964259	0.909980430528376	0.919765166340509	0.648882480173035	11787	tags=67%, list=65%, signal=23%	ANGEL2/MTPAP
s3	mtDNA replication	mtDNA replication	14	0.272339009373787	0.643443006756393	0.903814262023217	0.926646577701248	0.695244352810567	13133	tags=100%, list=73%, signal=27%	TFAM/TFB2M/POLRMT/POLG/TWNK/LIG3/TOP1MT/SSBP1/TOP3A/RNASEH1/MGME1/DNA2/EXOG/POLG2
s3	mtDNA stability and decay	mtDNA stability and decay	3	0.363259610183307	0.582927776326464	0.906930693069307	0.926646577701248	0.695244352810567	2940	tags=33%, list=16%, signal=28%	ENDOG
s6	TOM	TOM	8	0.258902140341899	0.572813626328918	0.946257197696737	0.946257197696737	0.667572267132077	4612	tags=38%, list=26%, signal=28%	TOMM34/TOMM40/TOMM40L
s4	mtDNA stability and decay	mtDNA stability and decay	3	0.325277161862528	0.538720965535401	0.955801104972376	0.966078536208638	0.703192663533723	12175	tags=100%, list=67%, signal=33%	ENDOG/MGME1/EXOG
s1	Vitamin D metabolism	Vitamin D metabolism	3	0.325332594235033	0.532231276715764	0.946322067594433	0.966894286455182	0.682131467487978	12174	tags=100%, list=67%, signal=33%	FDX1/FDXR/CYP27B1
s2	Iron homeostasis	Iron homeostasis	4	-0.300493681763455	-0.542944458992542	0.96078431372549	0.981670929241262	0.527661865661596	5693	tags=50%, list=32%, signal=34%	SLC25A28/SLC25A37
s3	mtDNA repair	mtDNA repair	9	-0.214379695295017	-0.490553004471219	0.979214780600462	0.983516483516483	0.737912703198257	1819	tags=44%, list=10%, signal=40%	OGG1/PRIMPOL/EXOG/RECQL4
s3	Vitamin A metabolism	Vitamin A metabolism	5	0.255296169044017	0.472454825462902	0.983516483516483	0.983516483516483	0.737912703198257	5026	tags=40%, list=28%, signal=29%	RDH13/DHRS4
s2	mtDNA repair	mtDNA repair	9	-0.228085436639553	-0.515465373759379	0.980530973451327	0.991074317251879	0.532716318343675	2208	tags=56%, list=12%, signal=49%	EXOG/LIG3/OGG1/PRIMPOL/RECQL4
s4	TOM	TOM	8	0.202904425287285	0.448526516927331	0.995024875621891	0.995024875621891	0.724262227496337	4103	tags=25%, list=23%, signal=19%	TOMM40/TOMM40L
s1	mtDNA stability and decay	mtDNA stability and decay	3	0.258195246645706	0.422397227327637	0.99403578528827	1	0.70548712206047	3185	tags=33%, list=18%, signal=27%	ENDOG
s1	mtDNA repair	mtDNA repair	9	-0.182155927692137	-0.409074848211633	1	1	0.70548712206047	14759	tags=44%, list=82%, signal=8%	OGG1/EXOG/PRIMPOL/RECQL4
s2	Vitamin B2 metabolism	Vitamin B2 metabolism	3	-0.269817700675147	-0.438994465239645	1	1	0.537513997760358	3834	tags=100%, list=21%, signal=79%	FLAD1/SLC25A32
