Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
s1.up	GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	15/2236	38/13084	0.000883974108514146	0.0184962152056077	0.0160515403983293	DCN/ADGRA2/NRP1/GAB1/VEGFA/PDGFRB/NRP2/PDGFRA/VEGFC/XDH/VEGFD/TNXB/CCBE1/DLL1/MIR199A1	15
s1.up	REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	15/2236	38/13084	0.000883974108514146	0.0184962152056077	0.0160515403983293	CAMK2B/ATP11A/CAMK2A/ATP2B1/ATP2A3/ATP8B1/ATP11C/ATP8B4/ATP8B3/ATP1B1/ATP8B2/ATP10D/CAMK2D/ATP1A1/ATP2A1	15
s1.up	GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION	GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION	48/2236	181/13084	0.000881805371908945	0.0184962152056077	0.0160515403983293	ARHGAP6/LIMCH1/PRKCZ/LIMS2/FBLN1/CCDC80/NRP1/STK4/FOXF1/SFRP1/SERPINE1/COL1A1/VTN/BST1/VEGFA/FN1/NID1/TEK/PLAU/RAC2/RIN2/TLN1/THBS1/CCN1/COL8A1/PHLDB2/DOCK5/PTPRJ/DAB2/THY1/ABI3BP/MMP14/ITGA5/PDPN/DISC1/FBLN2/MELTF/GREM1/SMAD3/SEMA3E/EFEMP2/NDNF/PEAK1/MYADM/ACTG1/FLNA/VIT/FMN1	48
s2.up	GOBP_CIRCULATORY_SYSTEM_PROCESS	GOBP_CIRCULATORY_SYSTEM_PROCESS	93/1954	433/13084	0.000132779722910814	0.0187909174098589	0.0184421323960884	GCLC/SLC7A2/ATP1A2/CPS1/ATG5/RHOA/ABCC9/CDC42/PRKACA/FERMT2/DLG1/SLC4A4/HSP90AA1/GNAO1/TMEM38B/DSP/CYB5R3/CTSZ/SMAD7/NCALD/SLC29A1/LNPEP/KAT2B/SUMO1/RGS2/SLC16A7/CASQ2/ITGB1BP1/GNA13/ADRA1A/SCPEP1/KCNJ8/MKKS/THRA/PPCS/KLF2/PPARG/ATP1A4/POSTN/KL/SPX/CD36/HEY2/YAP1/RAP1GDS1/PDE5A/ENPEP/SLCO1C1/BBS4/AGTR1/CORIN/ADRA2A/EDNRA/ANGPT1/TTN/S100A1/GUCY1A1/F2RL1/ERAP1/ERAP2/ARHGAP42/AR/SCN9A/ZEB2/INSR/HOPX/ADRA1D/PDE3A/KCNE3/HSD11B2/KCNE1/F2R/CAV3/GJC1/RNLS/DRD1/SLC24A3/NR2F2/CYP4F12/PDE2A/SLC38A3/ADRB3/UTS2B/CACNA1H/SLC22A5/ADH5/PLN/STK39/SLC5A3/SUCNR1/DMD/ITGA1/GJA5	93
s3.up	GOBP_MEMBRANE_DEPOLARIZATION_DURING_AV_NODE_CELL_ACTION_POTENTIAL	GOBP_MEMBRANE_DEPOLARIZATION_DURING_AV_NODE_CELL_ACTION_POTENTIAL	3/350	5/13084	0.000182350542696497	0.0187949024270512	0.0173662372795168	CACNA1G/CACNA1C/CACNB2	3
s3.up	GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	3/350	5/13084	0.000182350542696497	0.0187949024270512	0.0173662372795168	HPX/NOD2/ZP3	3
s3.up	KEGG_MEDICUS_REFERENCE_REGULATION_OF_FIBRINOLYTIC_SYSTEM_C1INH	KEGG_MEDICUS_REFERENCE_REGULATION_OF_FIBRINOLYTIC_SYSTEM_C1INH	3/350	5/13084	0.000182350542696497	0.0187949024270512	0.0173662372795168	MASP1/SERPING1/C1S	3
s3.up	WP_GPCRS_CLASS_C_METABOTROPIC_GLUTAMATE_PHEROMONE	WP_GPCRS_CLASS_C_METABOTROPIC_GLUTAMATE_PHEROMONE	3/350	5/13084	0.000182350542696497	0.0187949024270512	0.0173662372795168	GPRC5A/GABBR2/GPRC5C	3
s3.up	GOBP_REGULATION_OF_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	GOBP_REGULATION_OF_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	7/350	45/13084	0.000174498320952459	0.0187949024270512	0.0173662372795168	LTF/CD74/FCN1/F2RL1/CIITA/IFITM2/HLA-DRB1	7
s6.up	REACTOME_PEROXISOMAL_LIPID_METABOLISM	REACTOME_PEROXISOMAL_LIPID_METABOLISM	10/1587	25/13084	0.000390032600355669	0.0188521889426629	0.0177780500062812	ACAA1/ALDH3A2/CRAT/MLYCD/PHYH/PECR/HACL1/ACOX1/ACOX2/ACOT4	10
s6.up	GOBP_ADAPTIVE_THERMOGENESIS	GOBP_ADAPTIVE_THERMOGENESIS	32/1587	143/13084	0.00039430317413761	0.0189691296966577	0.0178883278407871	ADIPOR2/NR1H3/ADRB1/ACHE/GNAS/FH/SCD/DECR1/DHRS7B/UCP1/ACOT13/ACADL/ELOVL3/GADD45G/PEMT/SORL1/HADH/PCTP/TRPM8/ACSL1/SLC25A4/CPT2/ADIPOR1/SLC25A44/PM20D1/ABHD6/ALDH1A1/TSHR/UCP2/CIDEA/OXTR/ADIPOQ	32
s2.up	WP_MITOCHONDRIAL_FATTY_ACID_OXIDATION_DISORDERS	WP_MITOCHONDRIAL_FATTY_ACID_OXIDATION_DISORDERS	10/1954	19/13084	0.000136276283896361	0.0190384957130595	0.0186851153088668	HADHA/EHHADH/ACADL/SCP2/ACADM/ACSL3/HADHB/ACSL1/CPT2/SLC22A5	10
s3.up	GOBP_POSITIVE_REGULATION_OF_LOCOMOTION	GOBP_POSITIVE_REGULATION_OF_LOCOMOTION	27/350	475/13084	0.000189763744241394	0.0192217585761756	0.0177606466252789	SEMA3F/CD74/DAPK2/NTN1/ICAM1/CCL2/SMOC2/PDGFRB/XG/RAC2/GPNMB/ENPP2/CDH13/TIAM1/PLPP3/PDPN/CLDN1/F2RL1/JCAD/SMAD3/FAM107A/P2RY6/CDH5/CCL13/CCBE1/ZP3/AQP1	27
s1.up	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	46/2236	172/13084	0.000921048553988949	0.0192362696146062	0.0166937806140141	SCIN/PPP1R12A/FGFR1/ITGA8/ITGB5/SSH1/PXN/MYH9/FGD1/FGF14/ITGB8/LIMK1/PDGFRB/ITGA4/FN1/RAC2/ARPC1B/DIAPH1/MYH10/PDGFRA/ARHGEF4/ITGA11/ABI2/FGF5/FGF2/DIAPH3/FGF7/ITGA10/EGFR/DIAPH2/GSN/ENAH/TIAM1/FGF18/FGFR4/ITGA5/FGF11/ARPC5/ITGA2/BDKRB2/PDGFD/BAIAP2/F2R/ACTG1/TMSB4XP8/FGF16	46
s1.up	GOBP_SEGMENTATION	GOBP_SEGMENTATION	24/2236	74/13084	0.000923095108040871	0.0192433763927633	0.0166999480777586	PLXNA2/NRP1/FOXF1/SFRP1/HOXA2/DKK1/TBX18/WNT5A/NRP2/ALDH1A2/OSR1/ATM/POGLUT1/TAF10/SMAD3/NKX3-1/AXIN2/DMRT2/HOXD8/FOXC2/TDRD6/TDRD7/DLL1/PRKDC	24
s1.up	GOCC_DENDRITIC_TREE	GOCC_DENDRITIC_TREE	106/2236	467/13084	0.000926132266539406	0.0192710695609436	0.0167239809949182	ARHGAP44/RUFY3/SAMD4A/GOPC/HOMER3/NGFR/NEDD4/RAB27A/CAMK2A/MARK3/ITGA8/MAP2/CTTN/BRD1/RIN3/KCND1/HTR2A/NECAB2/EEF2K/SLC1A1/NCS1/MPDZ/IFT20/KCNA1/GNB3/BAG2/CLCN2/TRAK2/EPHA4/CLU/GRIA3/MAX/AKAP9/SGCE/ADCY4/SYNE1/SLC6A6/MAP1B/DLG4/SYT11/NGF/SLC38A2/KCNK1/DOCK10/ABHD17C/CCN3/ADAM10/ABI2/ANXA3/MAPK8IP3/CLSTN3/KCNH1/GRIP2/PLK2/N4BP3/TPBG/FEZ1/KIRREL3/CACNA1C/SACS/THY1/SORBS2/RABGEF1/GRIA1/TIAM1/IGF2BP1/ADCY9/SHANK2/PRSS12/GRIK2/MAP1A/PRRT2/ROR2/CPT1C/NLGN1/FRMPD4/NLGN2/ALCAM/NEGR1/PLK3/BAIAP2/BDNF/PLEC/NQO1/KCNJ14/SLC8A1/GRIN2A/KCND2/SORCS2/DMWD/PTCH1/GABRA5/SKOR1/LRRK2/RELN/LAMA2/HRH1/TRPV1/FLNA/SYNGAP1/SIPA1L1/LPAR1/L1CAM/GABBR1/TUBB3/SRGAP2	106
s4.up	GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	4/327	11/13084	0.000110009434559478	0.0193593255227913	0.0174648643363108	HOXA13/MSX2/SOX9/TBX1	4
s4.up	GOBP_REGULATION_OF_CHEMOTAXIS	GOBP_REGULATION_OF_CHEMOTAXIS	13/327	152/13084	0.000113191077179655	0.0193593255227913	0.0174648643363108	FGF10/ANGPT2/C5/CXCL12/SMOC2/CCN3/CYP19A1/CDH13/CCR1/LGALS9/CMKLR1/CAMK1D/MMP28	13
s6.up	GOCC_TRICARBOXYLIC_ACID_CYCLE_HETEROMERIC_ENZYME_COMPLEX	GOCC_TRICARBOXYLIC_ACID_CYCLE_HETEROMERIC_ENZYME_COMPLEX	8/1587	17/13084	0.000406200451071078	0.01935970242849	0.0182566469563403	BCKDHB/DLD/SDHB/DLST/SUCLA2/SDHC/SUCLG1/SDHD	8
s6.up	WP_MITOCHONDRIAL_LONG_CHAIN_FATTY_ACID_BETAOXIDATION	WP_MITOCHONDRIAL_LONG_CHAIN_FATTY_ACID_BETAOXIDATION	8/1587	17/13084	0.000406200451071078	0.01935970242849	0.0182566469563403	ACADL/PECR/ACADM/HADH/ACSL1/CPT2/ACSF2/SLC25A20	8
s6.up	GOMF_STEROID_DEHYDROGENASE_ACTIVITY_ACTING_ON_THE_CH_OH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	GOMF_STEROID_DEHYDROGENASE_ACTIVITY_ACTING_ON_THE_CH_OH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	9/1587	21/13084	0.000416087139520921	0.0195580042140866	0.0184436501245874	HSD17B6/DHRS9/HSD17B14/HSD17B7/RDH5/NSDHL/HSD17B12/HSD17B8/DHRS11	9
s6.up	WP_7OXOC_AND_7BETAHC_PATHWAYS	WP_7OXOC_AND_7BETAHC_PATHWAYS	9/1587	21/13084	0.000416087139520921	0.0195580042140866	0.0184436501245874	ACOT13/NPC2/ACOT2/EPHX2/EBP/ACOX2/DHCR7/ACOT4/ACOT1	9
s6.up	GOMF_TETRAPYRROLE_BINDING	GOMF_TETRAPYRROLE_BINDING	23/1587	91/13084	0.000415782417418599	0.0195580042140866	0.0184436501245874	COX15/CYP46A1/HEBP2/FECH/EIF2AK1/PGRMC1/CYB5B/CUBN/STC2/CAT/MMAB/SUOX/CYP11A1/CYP1A1/CYP1A2/SDHC/FLVCR1/CYB5A/CYB5D2/CYCS/TCN2/SDHD/SLC48A1	23
s1.up	KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE	16/2236	42/13084	0.000949429064967136	0.0196832003579032	0.0170816397950163	CD38/CD44/CD59/FLT3LG/IL11/IL7/ITGA4/IL1R2/IL1R1/IL6/CD1D/ITGA5/ITGA2/ANPEP/CD34/CD55	16
s1.up	WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS	WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS	16/2236	42/13084	0.000949429064967136	0.0196832003579032	0.0170816397950163	CXCL2/IL11/TNFSF13B/IL7/TGFB1/CXCL12/NFKB1/IL26/VEGFA/LIF/IL6/IL33/MMP3/CXCL16/PF4/IL15	16
s6.up	GOBP_ALDITOL_PHOSPHATE_METABOLIC_PROCESS	GOBP_ALDITOL_PHOSPHATE_METABOLIC_PROCESS	6/1587	10/13084	0.000428854822810054	0.0197061675754916	0.0185833715996993	GPAM/GPAT3/ACP6/ABHD6/GPD1/GK	6
s6.up	GOBP_HEME_A_METABOLIC_PROCESS	GOBP_HEME_A_METABOLIC_PROCESS	6/1587	10/13084	0.000428854822810054	0.0197061675754916	0.0185833715996993	COX10/COX15/ALAS1/FECH/UROD/HMBS	6
s6.up	KEGG_LIMONENE_AND_PINENE_DEGRADATION	KEGG_LIMONENE_AND_PINENE_DEGRADATION	6/1587	10/13084	0.000428854822810054	0.0197061675754916	0.0185833715996993	ALDH3A2/ALDH2/ECHS1/ALDH1B1/ALDH9A1/ALDH7A1	6
s6.up	KEGG_MEDICUS_REFERENCE_ISOLEUCINE_DEGRADATION	KEGG_MEDICUS_REFERENCE_ISOLEUCINE_DEGRADATION	6/1587	10/13084	0.000428854822810054	0.0197061675754916	0.0185833715996993	ACAA1/ACADM/ECHS1/HADH/ACAA2/ACADSB	6
s6.up	WP_TCA_CYCLE_IN_SENESCENCE	WP_TCA_CYCLE_IN_SENESCENCE	6/1587	10/13084	0.000428854822810054	0.0197061675754916	0.0185833715996993	MDH1/ME1/FH/PDHA1/PDK1/PDP2	6
s1.up	GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	39/2236	140/13084	0.000952289166880091	0.019706270135915	0.0171016604029958	WNT16/DCN/HGF/MUSK/NEDD4/FGFR1/NOX4/TGFB1/MEIS3/ENG/IL26/PDGFRB/FN1/IGFBP5/TEK/PDGFRA/THBS1/FGF2/IGF1R/TPBG/EGFR/PTPRJ/DDR2/PLXNB1/F2RL1/NKX3-1/AXL/ROR2/SEMA3E/PDGFD/HPSE/F2R/GAS6/PRKD1/ROR1/RELN/MIR199A1/MIR138-1/RGL2	39
s5.up	GOBP_LYMPHOCYTE_MIGRATION	GOBP_LYMPHOCYTE_MIGRATION	10/406	70/13084	5.56919238950015e-05	0.0197083890677841	0.0183145391830559	CD99/CX3CL1/ICAM1/CD200/RIPOR2/CCL20/CXCL16/CYP7B1/APOD/ITGB3	10
s5.up	GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	31/406	466/13084	5.46013532365432e-05	0.0197083890677841	0.0183145391830559	CX3CL1/PREX2/FRMPD1/PGR/ESR1/HTR2A/PDGFRL/ADGRD1/CCL20/ADRA1A/SMO/RAMP2/LPAR4/ADM/GNA14/PTH1R/NPY1R/ADCY1/AVPR1A/TUB/GPRC5C/ADORA2B/NMUR1/GAP43/ADGRG2/OXTR/GPR39/RORB/OR3A2/ITGB3/GAS2L2	31
s1.up	GOCC_POSTSYNAPTIC_DENSITY_MEMBRANE	GOCC_POSTSYNAPTIC_DENSITY_MEMBRANE	23/2236	70/13084	0.000957128712150533	0.0197339992973194	0.0171257245560967	ITGA8/DLG3/GRIN2D/CACNG7/EPHA4/GRIA3/AKAP9/DLG4/ABHD17C/CLSTN3/CACNG8/KCNH1/CACNA1C/GRIA1/TIAM1/GRIK2/LRFN5/PRRT2/SEMA4C/NETO2/GRIN2A/SORCS2/SCN8A	23
s1.up	GOBP_GLIOGENESIS	GOBP_GLIOGENESIS	64/2236	258/13084	0.000955951074380825	0.0197339992973194	0.0171257245560967	SOX8/VCAN/HEXB/SYNE2/LAMB1/PHGDH/SLC7A5/NDRG1/ARHGEF10/TGFB1/PTN/PTPRZ1/CNTNAP1/VTN/ADGRG6/CLCN2/ID2/DLX2/EPHA4/CLU/MMP24/PTPRB/LIF/RNF112/SERPINE2/IL6/TLR4/IL33/ZNF365/FGF5/FGF2/ERBB2/DLX1/EGFR/PTPRJ/VEGFC/PRDM8/TIAM1/MMP14/ACAN/PLPP3/DISC1/SUN1/BMERB1/NAB2/COL3A1/ROR2/SH3TC2/CDH2/LAMB2/DAB1/CLCF1/PLEC/ROR1/RELN/LAMA2/C5AR1/LPAR1/DLL1/GJC2/AGER/ADGRG1/ETV5/SRGAP2	64
s1.up	REACTOME_DISEASES_OF_GLYCOSYLATION	REACTOME_DISEASES_OF_GLYCOSYLATION	35/2236	122/13084	0.000961775791016244	0.0197936265895642	0.0171774708122725	DCN/VCAN/ADAMTS6/HEXB/B4GALT1/C1GALT1/OGN/GALNT3/SDC1/GALNT12/FMOD/OMD/CHSY1/THSD1/THBS1/LUM/ADAMTS10/EXT2/ADAMTS1/ADAMTSL3/ACAN/SBSPON/CHST14/GLB1/MUC20/ADAMTSL1/EXT1/GPC6/MUC1/ADAMTSL5/THBS2/B3GLCT/THSD4/PRELP/PAPSS2	35
s6.up	GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE	GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE	5/1587	7/13084	0.000443467327256875	0.0200185449444987	0.0188779506803529	OSBPL11/PLIN2/LPL/CIDEA/FITM2	5
s6.up	GOBP_SHORT_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	GOBP_SHORT_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	5/1587	7/13084	0.000443467327256875	0.0200185449444987	0.0188779506803529	PCK2/PHYH/PCCB/PCK1/PCCA	5
s6.up	REACTOME_KETONE_BODY_METABOLISM	REACTOME_KETONE_BODY_METABOLISM	5/1587	7/13084	0.000443467327256875	0.0200185449444987	0.0188779506803529	ACAT1/AACS/OXCT1/HMGCL/BDH1	5
s6.up	WP_CHOLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS	WP_CHOLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS	5/1587	7/13084	0.000443467327256875	0.0200185449444987	0.0188779506803529	SC5D/DHCR24/EBP/NSDHL/DHCR7	5
s5.up	REACTOME_SIGNALING_BY_GPCR	REACTOME_SIGNALING_BY_GPCR	27/406	382/13084	6.01638430573738e-05	0.0201080933240645	0.0186859748817376	WNT16/CX3CL1/RASGRP2/HTR2A/RASGRF2/CCL20/ADRA1A/SMO/RAMP2/WNT2B/TRPC6/LPAR4/ADM/GNA14/KALRN/PTH1R/CXCL16/WNT4/NPY1R/ADCY1/AVPR1A/ADORA2B/NMUR1/OXTR/GPR39/ARHGEF35/ARHGEF25	27
s5.up	GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	17/406	185/13084	6.37447160350141e-05	0.0201835900877182	0.0187561322361197	CX3CL1/TRO/GPC4/ICAM1/CDH23/NECTIN1/PTK7/PCDHB8/HMCN2/SPARCL1/CDH12/CXADR/PCDH1/PCDH7/EMB/MYADM/PTPRT	17
s1.up	GOBP_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION	GOBP_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION	13/2236	31/13084	0.000991471618813926	0.0202218039242426	0.0175490552531344	CACNB1/PTGS2/CTTN/TRPV4/CACNA1C/ATP1A1/ITGA2/CACNB2/SPHK1/OXTR/F2R/ABAT/ATP2A1	13
s1.up	GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	17/2236	46/13084	0.000993339189043304	0.0202218039242426	0.0175490552531344	MYCBP2/MUSK/TNC/CACNB1/NEDD4/CNTNAP1/PPFIBP1/ERBB2/RAPSN/CACNB2/LAMB2/KY/F2R/CACNB4/COL4A5/LRRK2/DCTN1	17
s1.up	GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	17/2236	46/13084	0.000993339189043304	0.0202218039242426	0.0175490552531344	SOX8/SNAI2/HGF/NTN4/FGFR1/SFRP1/TGFB1/WNT2/VEGFA/WNT5A/WNT2B/SULF1/FGF7/GREM1/SHOX2/SIX2/LRRK2	17
s1.up	GOBP_SOMITOGENESIS	GOBP_SOMITOGENESIS	17/2236	46/13084	0.000993339189043304	0.0202218039242426	0.0175490552531344	PLXNA2/FOXF1/SFRP1/DKK1/TBX18/WNT5A/ALDH1A2/ATM/POGLUT1/TAF10/SMAD3/NKX3-1/AXIN2/DMRT2/FOXC2/DLL1/PRKDC	17
s1.up	GOCC_NEUROMUSCULAR_JUNCTION	GOCC_NEUROMUSCULAR_JUNCTION	22/2236	66/13084	0.000986391729434081	0.0202218039242426	0.0175490552531344	MUSK/NGFR/DLG3/STX1B/MYH9/CHRNE/ERBIN/EPHA4/CDH15/DLG4/SERPINE2/FCHSD2/ERBB2/GRIA1/RAPSN/NLGN1/LAMB2/DES/F2R/COL4A5/LAMA2/FCHSD1	22
s1.up	GOMF_IMMUNE_RECEPTOR_ACTIVITY	GOMF_IMMUNE_RECEPTOR_ACTIVITY	22/2236	66/13084	0.000986391729434081	0.0202218039242426	0.0175490552531344	CRLF1/CD74/CD44/CTSH/IL1R2/IL1R1/IL1RL2/IL1RL1/IL18R1/GPR75/IL13RA2/KLRD1/C5AR2/ACKR3/ACKR2/OSMR/GFRA1/MR1/FPR1/IL1RAP/C5AR1/HLA-DPA1	22
s1.up	WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE	WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE	11/2236	24/13084	0.000998175695858507	0.0202836495457518	0.0176027266383924	LTBP1/SERPINE1/ENG/CCN2/LTBP2/RUNX2/FBN2/TGFBR2/FBN1/SMAD3/FLNA	11
s2.up	GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	8/1954	13/13084	0.000155195172191756	0.0204051664409583	0.0200264187671292	SUMO1/CASQ2/ANK3/KCNAB1/KCNE3/KCNE1/CAV3/STK39	8
s2.up	KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV	KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV	9/1954	16/13084	0.000152930963088098	0.0204051664409583	0.0200264187671292	COX7A2/COX6B1/COX7C/COX7B/COX6C/COX5A/MT-CO2/MT-CO1/MT-CO3	9
s2.up	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV	9/1954	16/13084	0.000152930963088098	0.0204051664409583	0.0200264187671292	COX7A2/COX6B1/COX7C/COX7B/COX6C/COX5A/MT-CO2/MT-CO1/MT-CO3	9
s2.up	GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	21/1954	62/13084	0.000155421566908281	0.0204051664409583	0.0200264187671292	RHOA/CTSZ/NCALD/ADRA1A/POSTN/KL/SPX/ENPEP/BBS4/AGTR1/CORIN/F2RL1/ARHGAP42/AR/HSD11B2/F2R/NR2F2/CYP4F12/ADRB3/SUCNR1/GJA5	21
s2.up	GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	26/1954	84/13084	0.000148992682412184	0.0204051664409583	0.0200264187671292	YBX2/ADIPOR2/LETMD1/GNAS/FH/JAK2/SCD/DECR1/UCP1/PPARGC1A/ACADL/MFN2/THRA/PRKAB2/LPIN1/CD36/PDGFC/ACSL1/PPARGC1B/CPT2/OMA1/TSHR/FABP4/CMKLR1/ADRB3/EBF2	26
s1.up	GOBP_OVULATION_CYCLE	GOBP_OVULATION_CYCLE	21/2236	62/13084	0.00100924225481915	0.0204716441544072	0.0177658736942607	PTPRN/CA12/MMP2/AMH/PTN/PLEKHA1/MAP2K6/FOXO3/EGR1/PDGFRA/CYP1B1/IGF1R/SLIT2/EGFR/ADAMTS1/NPR2/PTX3/AXL/OXTR/SLIT3/ROBO2	21
s1.up	GOBP_REGULATION_OF_PROTEIN_MATURATION	GOBP_REGULATION_OF_PROTEIN_MATURATION	19/2236	54/13084	0.00102766140582229	0.0208078372259672	0.0180576315814715	PLAUR/RASAL2/GLG1/MYH9/PLAT/SERPINE1/BAG2/IL1R2/PLAU/SERPINE2/THBS1/GSN/MMP14/RUNX1/MELTF/SERPINF2/GAS1/CCBE1/LRRK2	19
s1.up	GOCC_SARCOLEMMA	GOCC_SARCOLEMMA	34/2236	118/13084	0.00103813251630845	0.020982183725675	0.0182089344211204	ANK1/CACNB1/REM1/SLC8B1/CACNG7/SGCA/SLC2A1/AHNAK/SGCE/FLNC/SLC38A2/DTNA/DYSF/SCN2A/IGF1R/CACNG8/ATP1B1/STAC/CAMK2D/CACNA1C/COL6A3/ATP1A1/CACNB2/KRT8/CDH2/CAVIN4/KRT19/DES/PLEC/SLC8A1/STAC3/AHNAK2/RYR1/LAMA2	34
s1.up	GOBP_TISSUE_HOMEOSTASIS	GOBP_TISSUE_HOMEOSTASIS	49/2236	187/13084	0.0010420082628532	0.0210228429131635	0.0182442196177555	CD38/PTGS2/NOX4/WHRN/IL7/SLC1A1/TCIRG1/VEGFA/NPHP3/AKT3/SLC2A1/KMT2A/CCN2/RAC2/VPS13B/NT5E/LCA5/LAMC1/IL6/TLR4/PRICKLE1/CTSK/NFKBIZ/EGFR/GJA1/ANKH/PRKCA/LRRK1/APBB2/TNFRSF11B/ALDH1A1/JAM3/LTBP3/MFSD2A/COL3A1/LDB2/CYTL1/IQCB1/CD34/BBS1/GATA2/F2R/EXT1/ACTG1/COL14A1/LAMA2/CCDC154/OCLN/MBP	49
s2.up	GOBP_ATP_METABOLIC_PROCESS	GOBP_ATP_METABOLIC_PROCESS	48/1954	192/13084	0.00016268039237999	0.021103907568628	0.0207121903080288	SLC25A13/ATP1A2/NDUFS1/PRKACA/TIGAR/SLC4A4/HSPA8/ATP5F1B/PPP2CA/KAT2B/ATP6V1A/ATP5PB/NDUFB3/PFKFB2/ATP5F1E/NDUFA1/NDUFA5/NDUFB5/SDHC/NDUFB9/ATPSCKMT/NDUFC2/ATP5F1A/ATP5PF/NDUFV3/PRKAA2/NDUFS4/NUDT2/NUDT5/ATP5F1C/CLPX/ATP5PD/NDUFS5/INSR/BPGM/NMNAT1/NDUFB1/NDUFA12/ENPP1/MT-ND6/MT-ND2/MT-ND5/MT-ND3/MT-ND4/MT-ND4L/NDUFS3/MT-ATP8/ATP5PO	48
